# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1559193274.18137 37.403794 -245.677077 -5.140082 0.014898 -0.002014 -0.568587 0.822486 0.0000037852 -0.0000003303 -0.0000057094 0.0000039916 0.0000103828 0.0004069908 24.3680367572 3.6899340654 0.0097607410 0.7276473539 -0.0015679947 0.2611148561
1559193274.28125 37.578585 -246.139238 -5.143131 0.015320 -0.002324 -0.568497 0.822539 0.0000037842 -0.0000003342 -0.0000056690 0.0000040142 0.0000108385 0.0004069756 24.4589483244 3.7141281051 0.0097650768 0.7332904434 -0.0016239325 0.2619677737
1559193274.38114 37.754486 -246.596533 -5.144406 0.014700 -0.002151 -0.568278 0.822702 0.0000037788 -0.0000003209 -0.0000054879 0.0000039880 0.0000103463 0.0004070222 24.5493662006 3.7383671284 0.0097591835 0.7389354909 -0.0016219592 0.2628293339
1559193274.48113 37.931333 -247.052109 -5.140751 0.014446 -0.001762 -0.568110 0.822824 0.0000037711 -0.0000003154 -0.0000056263 0.0000039693 0.0000100066 0.0004070502 24.6394606503 3.7626870832 0.0098359130 0.7441988847 -0.0018764642 0.2635387096
1559193274.58114 38.098384 -247.487676 -5.140422 0.015057 -0.001598 -0.567862 0.822985 0.0000037832 -0.0000003295 -0.0000060329 0.0000039857 0.0000103223 0.0004070407 24.7295856864 3.7867941226 0.0098635510 0.7498128748 -0.0019663996 0.2643841636
1559193274.68109 38.260653 -247.921159 -5.126953 0.016344 -0.001562 -0.567538 0.823184 0.0000038009 -0.0000003581 -0.0000066410 0.0000040289 0.0000111401 0.0004069938 24.8156915355 3.8096172210 0.0098845735 0.7549903679 -0.0020078260 0.2650834237
1559193274.78120 38.425129 -248.379575 -5.124050 0.017861 -0.001892 -0.567322 0.823300 0.0000038156 -0.0000003915 -0.0000071147 0.0000040974 0.0000123110 0.0004069230 24.9013678899 3.8322047727 0.0098956158 0.7599044394 -0.0021053150 0.2657963666
1559193274.88100 38.590932 -248.815959 -5.122752 0.018155 -0.001811 -0.567094 0.823451 0.0000038186 -0.0000003999 -0.0000073067 0.0000041080 0.0000124853 0.0004069158 24.9915093798 3.8556567237 0.0099295260 0.7647936729 -0.0022468050 0.2665201257
1559193274.98107 38.760367 -249.246875 -5.105714 0.018055 -0.001932 -0.566961 0.823544 0.0000038055 -0.0000003932 -0.0000071568 0.0000041043 0.0000124488 0.0004069322 25.0778430510 3.8790278253 0.0099486753 0.7700779395 -0.0023580294 0.2671524221
1559193275.08100 38.926022 -249.659526 -5.107397 0.017034 -0.001804 -0.566854 0.823640 0.0000037864 -0.0000003685 -0.0000068148 0.0000040579 0.0000117356 0.0004069887 25.1630731974 3.9026015512 0.0099504907 0.7751501431 -0.0024461689 0.2678240493
1559193275.18124 39.083136 -250.060089 -5.107458 0.016208 -0.002396 -0.566774 0.823710 0.0000037551 -0.0000003402 -0.0000060327 0.0000040399 0.0000114649 0.0004070341 25.2450740334 3.9252977658 0.0099571846 0.7802629554 -0.0025632940 0.2684713423
1559193275.28125 39.232661 -250.452222 -5.117620 0.015591 -0.003896 -0.566688 0.823776 0.0000037220 -0.0000003077 -0.0000047447 0.0000040564 0.0000117611 0.0004070557 25.3244918595 3.9467870032 0.0099356551 0.7852326506 -0.0025863879 0.2691903770
1559193275.38110 39.380930 -250.835361 -5.124286 0.015563 -0.005190 -0.566550 0.823864 0.0000037013 -0.0000002867 -0.0000038629 0.0000040905 0.0000123278 0.0004070434 25.4027813299 3.9676229785 0.0099347066 0.7900498347 -0.0026372271 0.2698714920
1559193275.48114 39.531339 -251.231577 -5.137079 0.016041 -0.005800 -0.566531 0.823864 0.0000036954 -0.0000002866 -0.0000036749 0.0000041290 0.0000129428 0.0004070074 25.4796525942 3.9886584859 0.0099391756 0.7941764086 -0.0026876605 0.2705002218
1559193275.58107 39.676611 -251.617284 -5.147030 0.016062 -0.005602 -0.566545 0.823855 0.0000036926 -0.0000002878 -0.0000037922 0.0000041212 0.0000128572 0.0004070085 25.5586355762 4.0101843522 0.0099359593 0.7989526063 -0.0027514267 0.2711137247
1559193275.68278 39.822647 -252.003872 -5.126336 0.015614 -0.004931 -0.566568 0.823852 0.0000036882 -0.0000002870 -0.0000040368 0.0000040759 0.0000121818 0.0004070419 25.6370170429 4.0313694468 0.0099480753 0.8035652596 -0.0027369099 0.2716248238
1559193275.78134 39.962337 -252.359837 -5.129445 0.015346 -0.004413 -0.566701 0.823768 0.0000036891 -0.0000002895 -0.0000042707 0.0000040530 0.0000118180 0.0004070547 25.7121870363 4.0513885315 0.0099349660 0.8081101703 -0.0027929806 0.2721984988
1559193275.88125 40.100284 -252.705878 -5.138312 0.015346 -0.003834 -0.566783 0.823716 0.0000036881 -0.0000002948 -0.0000046725 0.0000040326 0.0000115535 0.0004070543 25.7846292783 4.0711495313 0.0099544808 0.8124252535 -0.0028857481 0.2726114563
1559193275.98131 40.238084 -253.061370 -5.141292 0.016063 -0.003442 -0.566979 0.823569 0.0000036980 -0.0000003140 -0.0000052465 0.0000040475 0.0000118490 0.0004070181 25.8541426420 4.0903476548 0.0099586265 0.8168399982 -0.0029951342 0.2730976975
1559193276.08128 40.377429 -253.395661 -5.144250 0.016135 -0.003586 -0.567234 0.823391 0.0000036901 -0.0000003125 -0.0000051823 0.0000040524 0.0000119718 0.0004070054 25.9249923558 4.1097453020 0.0099755757 0.8212773938 -0.0030784216 0.2735465689
1559193276.18127 40.509025 -253.719200 -5.142925 0.016119 -0.004261 -0.567398 0.823275 0.0000036729 -0.0000003014 -0.0000047303 0.0000040693 0.0000122558 0.0004069964 25.9919367430 4.1290680992 0.0100028152 0.8255562673 -0.0031668028 0.2740289727
1559193276.28129 40.641188 -254.049738 -5.141652 0.015698 -0.004678 -0.567561 0.823168 0.0000036571 -0.0000002851 -0.0000042553 0.0000040635 0.0000121715 0.0004070095 26.0570281957 4.1475688209 0.0100153209 0.8298084047 -0.0032123523 0.2744869317
1559193276.38133 40.768254 -254.368221 -5.135792 0.015543 -0.005189 -0.567839 0.822977 0.0000036423 -0.0000002736 -0.0000038584 0.0000040688 0.0000123076 0.0004070029 26.1238352012 4.1662820171 0.0100244385 0.8337512326 -0.0031446902 0.2748504462
1559193276.48131 40.894410 -254.694732 -5.138477 0.015535 -0.005466 -0.568053 0.822827 0.0000036353 -0.0000002689 -0.0000036609 0.0000040763 0.0000124318 0.0004069958 26.1884022347 4.1842730015 0.0100344127 0.8379040469 -0.0031872411 0.2753352553
1559193276.58136 41.021185 -255.019114 -5.144802 0.015563 -0.005229 -0.568329 0.822637 0.0000036330 -0.0000002727 -0.0000038192 0.0000040705 0.0000123586 0.0004069930 26.2547730931 4.2025207468 0.0100534382 0.8420164473 -0.0031925917 0.2757808805
1559193276.68120 41.146344 -255.339091 -5.146923 0.015478 -0.004877 -0.568578 0.822470 0.0000036315 -0.0000002759 -0.0000040228 0.0000040545 0.0000121308 0.0004069983 26.3204351775 4.2207456730 0.0100726924 0.8461331716 -0.0032355466 0.2762278187
1559193276.78125 41.269267 -255.660354 -5.140532 0.015501 -0.004563 -0.568736 0.822361 0.0000036296 -0.0000002793 -0.0000042443 0.0000040419 0.0000119679 0.0004069979 26.3856360284 4.2386917766 0.0101034881 0.8502186394 -0.0033107198 0.2766478045
1559193276.88133 41.391823 -255.976891 -5.142591 0.015785 -0.004117 -0.568921 0.822230 0.0000036335 -0.0000002917 -0.0000046719 0.0000040399 0.0000119733 0.0004069835 26.4511428894 4.2564451511 0.0101286587 0.8539410329 -0.0034037218 0.2770914575
1559193276.98131 41.517106 -256.293581 -5.131683 0.016212 -0.003812 -0.569024 0.822152 0.0000036340 -0.0000003031 -0.0000051028 0.0000040430 0.0000120972 0.0004069542 26.5155735844 4.2740840653 0.0101438027 0.8577636521 -0.0035267286 0.2773608931
1559193277.08119 41.640659 -256.595011 -5.131359 0.016430 -0.003612 -0.569203 0.822025 0.0000036297 -0.0000003070 -0.0000053346 0.0000040431 0.0000121620 0.0004069365 26.5798656187 4.2921031098 0.0101317141 0.8618090061 -0.0036570856 0.2777065039
1559193277.18116 41.759309 -256.891437 -5.130714 0.016293 -0.003337 -0.569378 0.821907 0.0000036256 -0.0000003059 -0.0000054451 0.0000040276 0.0000119448 0.0004069407 26.6412759509 4.3097719483 0.0101282947 0.8658341619 -0.0037388872 0.2780999205
1559193277.28126 41.884788 -257.205251 -5.136591 0.016254 -0.003108 -0.569529 0.821805 0.0000036217 -0.0000003065 -0.0000055936 0.0000040170 0.0000118309 0.0004069349 26.7018576029 4.3268854416 0.0101182203 0.8693937613 -0.0038171743 0.2784646272
1559193277.38096 42.009640 -257.499875 -5.137793 0.016285 -0.003056 -0.569663 0.821711 0.0000036159 -0.0000003060 -0.0000056375 0.0000040126 0.0000118161 0.0004069210 26.7658197921 4.3448547660 0.0100970862 0.8733734134 -0.0038902953 0.2788802982
1559193277.48204 42.137940 -257.810966 -5.147002 0.016309 -0.003110 -0.569882 0.821559 0.0000036085 -0.0000003048 -0.0000055973 0.0000040132 0.0000118711 0.0004069074 26.8269317591 4.3628775482 0.0100903768 0.8767920045 -0.0039442524 0.2793114165
1559193277.58132 42.257371 -258.111042 -5.160378 0.016372 -0.003119 -0.569964 0.821500 0.0000036041 -0.0000003056 -0.0000056268 0.0000040159 0.0000119416 0.0004068926 26.8898611172 4.3810389823 0.0100882746 0.8806350188 -0.0039944865 0.2797692119
1559193277.68126 42.374451 -258.401297 -5.171703 0.016548 -0.003132 -0.570125 0.821385 0.0000036019 -0.0000003088 -0.0000056853 0.0000040218 0.0000120549 0.0004068767 26.9519340333 4.3985358043 0.0101143227 0.8844937995 -0.0040302695 0.2802600649
1559193277.78145 42.490438 -258.681470 -5.182412 0.016610 -0.002889 -0.570346 0.821231 0.0000036031 -0.0000003129 -0.0000058795 0.0000040160 0.0000119852 0.0004068678 27.0117276625 4.4156694989 0.0101295472 0.8882587819 -0.0040523433 0.2807056244
1559193277.88114 42.605860 -258.956589 -5.190896 0.016544 -0.002664 -0.570456 0.821157 0.0000035997 -0.0000003112 -0.0000060062 0.0000040027 0.0000118383 0.0004068620 27.0690173615 4.4323223800 0.0100868084 0.8919812313 -0.0040613489 0.2810090525
1559193277.98128 42.716890 -259.228525 -5.196102 0.016416 -0.002649 -0.570601 0.821059 0.0000035921 -0.0000003066 -0.0000059587 0.0000039941 0.0000117495 0.0004068572 27.1257783785 4.4489446402 0.0100621165 0.8957107861 -0.0040944963 0.2813364739
1559193278.08131 42.830700 -259.518981 -5.203325 0.016274 -0.002767 -0.570735 0.820968 0.0000035857 -0.0000003035 -0.0000058446 0.0000039916 0.0000117133 0.0004068553 27.1817689205 4.4649677719 0.0100993099 0.8991511616 -0.0040950555 0.2817975601
1559193278.18126 42.934081 -259.767363 -5.210934 0.016321 -0.002945 -0.570899 0.820852 0.0000035745 -0.0000002985 -0.0000057095 0.0000039930 0.0000118427 0.0004068381 27.2415720363 4.4816507111 0.0100777321 0.9028264863 -0.0040935885 0.2820584356
1559193278.28136 43.036519 -260.027085 -5.219968 0.016374 -0.003168 -0.571016 0.820770 0.0000035672 -0.0000002959 -0.0000055888 0.0000039979 0.0000119620 0.0004068186 27.2927867977 4.4966379333 0.0100945603 0.9062225073 -0.0040840288 0.2823946476
1559193278.38135 43.136493 -260.280494 -5.224263 0.016332 -0.003466 -0.571205 0.820638 0.0000035571 -0.0000002902 -0.0000053716 0.0000040020 0.0000120637 0.0004068075 27.3462356554 4.5117144225 0.0101100159 0.9096387202 -0.0040926773 0.2827221621
1559193278.48136 43.241351 -260.534620 -5.226570 0.016362 -0.003826 -0.571304 0.820567 0.0000035458 -0.0000002847 -0.0000051462 0.0000040095 0.0000122503 0.0004067878 27.3985268963 4.5264758552 0.0101082408 0.9126117650 -0.0041066686 0.2829834590
1559193278.58129 43.334458 -260.770074 -5.217589 0.016348 -0.003850 -0.571221 0.820625 0.0000035416 -0.0000002828 -0.0000051107 0.0000040057 0.0000122220 0.0004067796 27.4511201612 4.5418096220 0.0100981367 0.9160133178 -0.0041221535 0.2833047192
1559193278.68191 43.428790 -261.012716 -5.212995 0.016644 -0.003860 -0.571152 0.820666 0.0000035420 -0.0000002889 -0.0000052437 0.0000040163 0.0000124319 0.0004067529 27.5002148689 4.5556551952 0.0100917624 0.9191423935 -0.0041535397 0.2835762050
1559193278.78167 43.518854 -261.241432 -5.210270 0.016686 -0.003853 -0.571054 0.820734 0.0000035386 -0.0000002895 -0.0000052617 0.0000040146 0.0000124678 0.0004067372 27.5498973286 4.5695685303 0.0100733027 0.9222323518 -0.0041998250 0.2837950804
1559193278.88118 43.606807 -261.468097 -5.215743 0.016869 -0.003976 -0.570925 0.820819 0.0000035363 -0.0000002903 -0.0000052307 0.0000040244 0.0000126495 0.0004067161 27.5970024411 4.5828529160 0.0100842941 0.9252880636 -0.0042384987 0.2841027095
1559193278.98128 43.693804 -261.693219 -5.219807 0.016851 -0.004059 -0.570751 0.820940 0.0000035321 -0.0000002864 -0.0000051828 0.0000040190 0.0000126770 0.0004066992 27.6441463819 4.5960768735 0.0100318803 0.9283094291 -0.0043124998 0.2842387075
1559193279.08145 43.773480 -261.918194 -5.217732 0.016927 -0.003880 -0.570605 0.821041 0.0000035340 -0.0000002895 -0.0000053318 0.0000040126 0.0000126380 0.0004066841 27.6908808978 4.6091403148 0.0100027730 0.9312817591 -0.0043579738 0.2844574481
1559193279.18133 43.854460 -262.142448 -5.221006 0.017103 -0.003712 -0.570505 0.821107 0.0000035375 -0.0000002948 -0.0000055059 0.0000040131 0.0000126897 0.0004066626 27.7373192553 4.6213509631 0.0099751007 0.9340020811 -0.0044039051 0.2847119788
1559193279.28125 43.927815 -262.357351 -5.217720 0.017087 -0.003498 -0.570369 0.821203 0.0000035386 -0.0000002962 -0.0000056256 0.0000040016 0.0000125652 0.0004066522 27.7837866242 4.6337672943 0.0099372932 0.9367519429 -0.0044527814 0.2849202510
1559193279.38136 44.005958 -262.584906 -5.210023 0.017044 -0.003281 -0.570235 0.821299 0.0000035437 -0.0000002982 -0.0000057851 0.0000039901 0.0000124319 0.0004066451 27.8285082745 4.6452703298 0.0099304014 0.9392274542 -0.0044666200 0.2852233169
1559193279.48126 44.085978 -262.793975 -5.200664 0.017187 -0.003263 -0.570093 0.821394 0.0000035462 -0.0000003016 -0.0000058526 0.0000039941 0.0000125171 0.0004066296 27.8756747625 4.6573037616 0.0099243480 0.9418429934 -0.0044700941 0.2855810383
1559193279.58126 44.164863 -262.998346 -5.186795 0.017448 -0.003280 -0.569897 0.821524 0.0000035496 -0.0000003068 -0.0000059578 0.0000040026 0.0000126879 0.0004066075 27.9190513691 4.6692596126 0.0099084696 0.9445186304 -0.0044746655 0.2858799605
1559193279.68148 44.244690 -263.202522 -5.169170 0.017859 -0.003191 -0.569728 0.821633 0.0000035568 -0.0000003172 -0.0000062090 0.0000040134 0.0000129157 0.0004065778 27.9614525586 4.6810862793 0.0098731104 0.9471297877 -0.0044572616 0.2861285881
1559193279.78145 44.321224 -263.393423 -5.155273 0.017877 -0.002924 -0.569586 0.821732 0.0000035605 -0.0000003208 -0.0000063853 0.0000040032 0.0000128139 0.0004065700 28.0033523265 4.6930651080 0.0098310519 0.9498225939 -0.0044544009 0.2863479240
1559193279.88132 44.401936 -263.593785 -5.141180 0.017772 -0.002957 -0.569353 0.821896 0.0000035565 -0.0000003165 -0.0000063207 0.0000039934 0.0000127565 0.0004065644 28.0425339698 4.7043311692 0.0097564515 0.9523269300 -0.0044195720 0.2865034760
1559193279.98117 44.480476 -263.781634 -5.136944 0.017406 -0.002983 -0.569218 0.821997 0.0000035478 -0.0000003059 -0.0000061095 0.0000039759 0.0000125458 0.0004065705 28.0837828937 4.7162431350 0.0096915456 0.9548895095 -0.0044103576 0.2867062603
1559193280.08132 44.557125 -263.968519 -5.134651 0.017238 -0.003115 -0.569055 0.822113 0.0000035409 -0.0000002995 -0.0000059478 0.0000039690 0.0000125025 0.0004065653 28.1227162961 4.7277229988 0.0096292030 0.9574939047 -0.0043872626 0.2868929707
1559193280.18139 44.633353 -264.146521 -5.134818 0.017170 -0.003137 -0.568869 0.822243 0.0000035368 -0.0000002968 -0.0000058873 0.0000039637 0.0000124785 0.0004065519 28.1611920883 4.7389113521 0.0095703774 0.9599375905 -0.0043565655 0.2870862830
1559193280.28124 44.705963 -264.317815 -5.137842 0.017098 -0.003159 -0.568720 0.822347 0.0000035321 -0.0000002945 -0.0000058368 0.0000039580 0.0000124529 0.0004065386 28.1974078165 4.7498387460 0.0095104401 0.9624107631 -0.0043182096 0.2872255202
1559193280.38123 44.755007 -264.456296 -5.155170 0.017056 -0.003283 -0.568626 0.822413 0.0000035261 -0.0000002919 -0.0000057192 0.0000039578 0.0000124993 0.0004065247 28.2320773298 4.7602416035 0.0094885693 0.9647786169 -0.0042764229 0.2873853850
1559193280.48112 44.813654 -264.596762 -5.166828 0.017009 -0.003502 -0.568493 0.822505 0.0000035186 -0.0000002876 -0.0000055487 0.0000039581 0.0000125635 0.0004065110 28.2597548139 4.7674923365 0.0094840841 0.9662937941 -0.0042183044 0.2874236309
1559193280.58124 44.874265 -264.742718 -5.168665 0.017295 -0.003782 -0.568430 0.822541 0.0000035148 -0.0000002895 -0.0000054869 0.0000039726 0.0000128565 0.0004064788 28.2881320185 4.7759237372 0.0094738942 0.9681612522 -0.0041274449 0.2874544400
1559193280.68117 44.933833 -264.895369 -5.155670 0.017282 -0.004042 -0.568342 0.822601 0.0000035088 -0.0000002846 -0.0000053403 0.0000039710 0.0000129467 0.0004064604 28.3174813523 4.7846961336 0.0094547044 0.9700884045 -0.0040440867 0.2874645211
1559193280.78122 44.988011 -265.017870 -5.151455 0.017115 -0.004321 -0.568229 0.822681 0.0000034996 -0.0000002748 -0.0000050331 0.0000039690 0.0000129664 0.0004064538 28.3483608990 4.7934581251 0.0094500308 0.9720403703 -0.0040199388 0.2875909744
1559193280.88107 45.035316 -265.138718 -5.144824 0.016951 -0.004470 -0.568084 0.822784 0.0000034937 -0.0000002687 -0.0000048604 0.0000039634 0.0000129189 0.0004064482 28.3729086478 4.8010688913 0.0094493083 0.9738328115 -0.0040131640 0.2876496777
1559193280.98104 45.083078 -265.255065 -5.140294 0.017057 -0.004713 -0.568038 0.822812 0.0000034887 -0.0000002674 -0.0000047469 0.0000039725 0.0000131089 0.0004064243 28.3971949221 4.8079255960 0.0094454373 0.9753537516 -0.0040137862 0.2876738610
1559193281.08232 45.124115 -265.363926 -5.131940 0.017010 -0.004738 -0.567988 0.822847 0.0000034859 -0.0000002660 -0.0000047126 0.0000039678 0.0000130855 0.0004064123 28.4207789929 4.8149017498 0.0094448564 0.9769540396 -0.0040289308 0.2877075886
1559193281.18135 45.154152 -265.453287 -5.139629 0.016994 -0.004706 -0.567938 0.822882 0.0000034824 -0.0000002667 -0.0000047134 0.0000039662 0.0000130959 0.0004063971 28.4419256691 4.8207615164 0.0094401994 0.9781879442 -0.0039949633 0.2876613903
1559193281.28176 45.191322 -265.547750 -5.134283 0.016816 -0.004901 -0.567891 0.822918 0.0000034748 -0.0000002590 -0.0000044923 0.0000039591 0.0000130321 0.0004063912 28.4596806609 4.8253412152 0.0094452243 0.9790942734 -0.0039849986 0.2876006677
1559193281.38164 45.232776 -265.642355 -5.131120 0.016530 -0.005221 -0.567845 0.822953 0.0000034655 -0.0000002480 -0.0000041579 0.0000039537 0.0000129923 0.0004063879 28.4786649433 4.8307848954 0.0094411021 0.9802886531 -0.0039705547 0.2875760545
1559193281.48136 45.271411 -265.725055 -5.130360 0.016401 -0.005435 -0.567777 0.823001 0.0000034580 -0.0000002405 -0.0000039390 0.0000039509 0.0000130119 0.0004063748 28.4979021521 4.8367324496 0.0094109404 0.9816269631 -0.0039594537 0.2875016534
1559193281.58142 45.304685 -265.804850 -5.128024 0.016299 -0.005585 -0.567719 0.823042 0.0000034525 -0.0000002358 -0.0000037946 0.0000039478 0.0000130080 0.0004063626 28.5147657085 4.8422246357 0.0093824481 0.9828844748 -0.0039389635 0.2874526339
1559193281.68124 45.332254 -265.876238 -5.122462 0.015998 -0.005517 -0.567663 0.823087 0.0000034472 -0.0000002310 -0.0000037046 0.0000039294 0.0000127662 0.0004063637 28.5309102451 4.8471400077 0.0093462397 0.9839258817 -0.0039028495 0.2873755391
1559193281.78141 45.362092 -265.948047 -5.124355 0.015894 -0.005523 -0.567586 0.823142 0.0000034431 -0.0000002287 -0.0000036516 0.0000039228 0.0000127208 0.0004063508 28.5454294148 4.8512313105 0.0092989761 0.9847523884 -0.0038887630 0.2872812465
1559193281.88165 45.389752 -266.013036 -5.122338 0.015767 -0.005461 -0.567527 0.823186 0.0000034397 -0.0000002262 -0.0000036296 0.0000039113 0.0000125956 0.0004063404 28.5599258615 4.8555238428 0.0092384121 0.9856296383 -0.0038754945 0.2871893495
1559193281.98133 45.420283 -266.075470 -5.118416 0.015995 -0.005498 -0.567522 0.823184 0.0000034387 -0.0000002305 -0.0000037260 0.0000039190 0.0000127786 0.0004063085 28.5728647368 4.8594122399 0.0091789726 0.9864347721 -0.0038690265 0.2870885339
1559193282.08137 45.446282 -266.135756 -5.117547 0.016036 -0.005441 -0.567452 0.823232 0.0000034370 -0.0000002319 -0.0000037756 0.0000039158 0.0000127857 0.0004062896 28.5853787236 4.8636120541 0.0091195383 0.9873493480 -0.0038604029 0.2869990158
1559193282.18121 45.473737 -266.197610 -5.115726 0.016111 -0.005446 -0.567422 0.823252 0.0000034352 -0.0000002324 -0.0000037977 0.0000039151 0.0000128316 0.0004062691 28.5972904500 4.8673245963 0.0090551026 0.9881216665 -0.0038621041 0.2869158067
1559193282.28125 45.500190 -266.255692 -5.108438 0.016073 -0.005419 -0.567361 0.823294 0.0000034328 -0.0000002316 -0.0000038135 0.0000039080 0.0000127880 0.0004062524 28.6096341826 4.8712500810 0.0089756030 0.9889328270 -0.0038664390 0.2868228994
1559193282.38130 45.530302 -266.315052 -5.100098 0.016053 -0.005416 -0.567301 0.823336 0.0000034304 -0.0000002305 -0.0000038046 0.0000039037 0.0000127826 0.0004062337 28.6211751136 4.8749489997 0.0088949117 0.9896765524 -0.0038656091 0.2867483106
1559193282.48135 45.557920 -266.372036 -5.090065 0.016057 -0.005411 -0.567229 0.823386 0.0000034284 -0.0000002299 -0.0000038109 0.0000038993 0.0000127708 0.0004062165 28.6329873695 4.8790955082 0.0088170027 0.9905377540 -0.0038630053 0.2866953200
1559193282.58123 45.581368 -266.428843 -5.076496 0.016097 -0.005452 -0.567169 0.823426 0.0000034258 -0.0000002287 -0.0000037948 0.0000038967 0.0000127896 0.0004061968 28.6443138024 4.8828995574 0.0087312265 0.9912781864 -0.0038667189 0.2866289849
1559193282.68127 45.605312 -266.485569 -5.070876 0.016389 -0.005540 -0.567114 0.823457 0.0000034247 -0.0000002319 -0.0000038618 0.0000039084 0.0000130438 0.0004061587 28.6556901902 4.8862441632 0.0086262479 0.9918369070 -0.0038667952 0.2865453489
1559193282.78121 45.623488 -266.554131 -5.068307 0.016505 -0.005529 -0.567097 0.823467 0.0000034231 -0.0000002347 -0.0000039407 0.0000039103 0.0000131360 0.0004061310 28.6669853529 4.8896864587 0.0085367393 0.9923919714 -0.0038762277 0.2864587560
1559193282.88370 45.648562 -266.613696 -5.065084 0.016767 -0.005635 -0.567119 0.823446 0.0000034212 -0.0000002372 -0.0000039775 0.0000039205 0.0000133507 0.0004060960 28.6810192506 4.8927865992 0.0084469663 0.9926910685 -0.0038847787 0.2864088795
1559193282.98133 45.671262 -266.668154 -5.064778 0.016805 -0.005626 -0.567089 0.823466 0.0000034189 -0.0000002372 -0.0000039881 0.0000039187 0.0000133814 0.0004060729 28.6923911640 4.8962718797 0.0083638098 0.9931958421 -0.0038776699 0.2863599769
1559193283.08130 45.691511 -266.708010 -5.063655 0.016845 -0.005620 -0.567100 0.823458 0.0000034160 -0.0000002374 -0.0000040083 0.0000039168 0.0000134032 0.0004060478 28.7033138668 4.8996006832 0.0082736835 0.9936865794 -0.0038797923 0.2862856327
1559193283.18141 45.714601 -266.743316 -5.061259 0.016772 -0.005528 -0.567081 0.823473 0.0000034140 -0.0000002371 -0.0000040392 0.0000039075 0.0000133146 0.0004060317 28.7109056008 4.9023333586 0.0082075714 0.9941093944 -0.0038574712 0.2861917480
1559193283.28128 45.735261 -266.778134 -5.058684 0.016659 -0.005414 -0.567015 0.823521 0.0000034118 -0.0000002360 -0.0000040634 0.0000038957 0.0000131868 0.0004060179 28.7175137963 4.9052297737 0.0081405282 0.9946870174 -0.0038219647 0.2860812798
1559193283.38145 45.753601 -266.808168 -5.051718 0.016596 -0.005370 -0.567001 0.823532 0.0000034092 -0.0000002353 -0.0000040699 0.0000038885 0.0000131165 0.0004060004 28.7240558205 4.9078478068 0.0080832195 0.9951903964 -0.0037916462 0.2859821595
1559193283.48144 45.769906 -266.835424 -5.045744 0.016604 -0.005434 -0.566968 0.823554 0.0000034057 -0.0000002340 -0.0000040274 0.0000038881 0.0000131483 0.0004059785 28.7296092218 4.9101089525 0.0080288836 0.9956226175 -0.0037575991 0.2858634732
1559193283.58138 45.785014 -266.862618 -5.041095 0.016648 -0.005498 -0.566894 0.823604 0.0000034023 -0.0000002335 -0.0000040027 0.0000038893 0.0000132082 0.0004059519 28.7346282071 4.9121309965 0.0079701545 0.9959862176 -0.0037394134 0.2857331622
1559193283.68160 45.798215 -266.889827 -5.035674 0.016593 -0.005517 -0.566879 0.823616 0.0000033986 -0.0000002318 -0.0000039651 0.0000038845 0.0000131789 0.0004059324 28.7397088142 4.9140864897 0.0079136974 0.9963288680 -0.0037197170 0.2856060241
1559193283.78127 45.811400 -266.913317 -5.032241 0.016597 -0.005598 -0.566878 0.823616 0.0000033948 -0.0000002303 -0.0000039109 0.0000038847 0.0000132258 0.0004059085 28.7448622469 4.9158289908 0.0078536997 0.9966101832 -0.0037108279 0.2854856887
1559193283.88121 45.824250 -266.938141 -5.021090 0.016566 -0.005645 -0.566780 0.823683 0.0000033910 -0.0000002278 -0.0000038725 0.0000038795 0.0000132141 0.0004058863 28.7493343630 4.9175312427 0.0077791793 0.9968807419 -0.0036977372 0.2853437306
1559193283.98133 45.819347 -266.923461 -5.021892 0.016597 -0.005628 -0.566798 0.823671 0.0000033902 -0.0000002275 -0.0000038727 0.0000038784 0.0000132146 0.0004058831 28.7492986280 4.9175270572 0.0077609200 0.9968474139 -0.0036989946 0.2853126048
1559193284.08131 45.822021 -266.925776 -5.014993 0.016612 -0.005605 -0.566849 0.823635 0.0000033925 -0.0000002276 -0.0000038640 0.0000038803 0.0000132268 0.0004058593 28.7509938613 4.9184431733 0.0076986437 0.9969924479 -0.0037044487 0.2851652573
1559193284.18125 45.816977 -266.913223 -5.017943 0.016628 -0.005576 -0.566864 0.823625 0.0000033908 -0.0000002271 -0.0000038645 0.0000038786 0.0000132274 0.0004058569 28.7509807387 4.9184458237 0.0076864096 0.9969626606 -0.0037050546 0.2851472382
1559193284.28124 45.818548 -266.946648 -5.015328 0.016704 -0.005567 -0.566895 0.823602 0.0000033997 -0.0000002295 -0.0000039055 0.0000038836 0.0000132578 0.0004058296 28.7485608017 4.9179545390 0.0076122544 0.9967582687 -0.0037199346 0.2849574800
1559193284.38129 45.816385 -266.930171 -5.014279 0.016749 -0.005555 -0.566896 0.823600 0.0000033963 -0.0000002288 -0.0000039062 0.0000038812 0.0000132584 0.0004058278 28.7485524705 4.9179582086 0.0076038651 0.9967298789 -0.0037200022 0.2849423379
